count,title,section,link,pDate,description
234,&quot;구덕운동장 아파트 백지화&quot; 반대 집회,정치,https://busanmbc.co.kr/01_new/new01_view.asp?idx=266361,2024-08-08 09:02:00,주민협의회는 &quot;정치권도 아파트 개발 반대를요청하고 있는 상황에서 부산시의 일방적인수정안은 주민을 무시한 처사&quot;라며 &quot;오는 9일까지 주민들의 의견을 수용하지 않으면 서구청장 주민소환제를 실시할 것&quot;이라고... 
235,"보수는 자본주의를, 진보는 복지국가를 만들었다",정치,https://n.news.naver.com/mnews/article/262/0000017638?sid=100,2024-08-08 09:01:00,한국 정치의 양극화는 갈수록 심해지고 있다. 거야 정당인 민주당은 국회가 갖는 입법권을 활용해서 ‘강행... 박정희 정부의 정치적 반대편에는 중소기업 지원+대기업 특혜 반대+유신 반대(민주화)의 패키지가 있었다.... 
236,'상속세' 때문에 팔린 DJ 사저… 박지원 &quot;전 재산도 내놓겠다&quot;,정치,https://n.news.naver.com/mnews/article/417/0001019588?sid=100,2024-08-08 09:00:00,김 전 의원은 &quot;DJ를 모셨던 정치인의 한 사람으로 DJ와 국민 여러분께 너무 송구하고 죄송하다&quot;며 &quot;사저를... 이 곳은 1961년부터 2009년 타계할 때까지 정치 활동 터전으로 삼았던 장소다. 매각 사실이 알려지자 박 의원과... 
237,日과 군사정보 공유로 안보협력 급물살... 욱일기 죽창가 논란은 여전[한일 맞...,정치,https://n.news.naver.com/mnews/article/469/0000816687?sid=100,2024-08-08 09:00:00,새로운 국면에 접어든 한일 관계의 현주소와 정치 외교적 과제를 짚어본다. 일본과의 안보협력은... 정치권 일부에서는 '죽창가'를 부르며 일본을 정쟁의 소재로 악용한다. 한일 군 당국이 실시간으로... 
238,"금 시세 “여전히 상승세, 올해 계속 상승할 것”",정치,https://wemakenews.co.kr/news/view.php?no=19647,2024-08-08 08:58:00,"비주얼에 따르면, 미국의 정치적 상황, 탈달러화, 지정학적 불확실성, 중앙은행의 다각화 등과 같은 요인으로 인해 금 가격은 견고한 상승세를 보이고 있다. 귀금속 가격이 사상 최고치에 가까워지면서... "
239,윤-이 영수회담 군불…대통령실 &quot;민주당 대표 확정부터&quot;,정치,https://n.news.naver.com/mnews/article/057/0001834518?sid=100,2024-08-08 08:58:00,"▶ 인터뷰 : 한동훈 / 국민의힘 대표 - &quot;정쟁이 아니라 정책 위주의 정치를 하는 걸 출발하겠다, 저는 그런 면에서는 그런 제안이라든가 생각의 전환은 환영합니다.&quot; 대통령실은 민주당 전당대회가 진행 중인 상황에서... "
240,"여야, 민생 입법 협상 속도 낸다...원내수석 '여·야·정 민생 협의체' 구성 ...",정치,https://www.onews.tv/news/articleView.html?idxno=215312,2024-08-08 08:56:00,지난 7일 박찬대 민주당 대표 직무대행 겸 원내대표는 &quot;민생 경제 해결을 위해 정치권이 나서야 한다&quot;며 정책협의기구를 제안했다. 이에 추경호 국민의힘 원내대표는 여·야·정 민생 협의체 구성에 대해 화답했다. 이번... 
241,"[오늘의 사설] &quot; '50억 클럽' 수사,용두사미로 끝나나?&quot;",정치,http://www.nongaek.com/news/articleView.html?idxno=88172,2024-08-08 08:56:00,대장동 민간업자 김만배씨 일당으로부터 법조인·정치인·언론인이 로비 명목으로 59억원을 받기로 했다는 의혹이 불거진 지 약 3년 만이다. 그러나 권 전 대법관 사건의 핵심인 '재판 거래' 의혹은 기소대상에서 빠졌다.홍... 
242,"법무법인 YK, 성남 분당에 30번째 분사무소 개소",정치,https://n.news.naver.com/mnews/article/018/0005807303?sid=102,2024-08-08 08:55:00,"이 대표변호사는 성남지청장 재직 시 수서발 고속철도(SRT) 공사 비리 사건, 전 국회의원 공천 관련 정치자금 사건을 수사지휘하기도 했다. 변호사로 전직한 후에도 현대차(005380)·기아(000270) 리콜 지연 사건, 대형 항공사... "
243,"광주 남구, ‘할머니의 말씀’ 기억하고 또 새깁니다",정치,http://www.breaknews.com/1048976,2024-08-08 08:54:00,"광주지역 청소년과 지역주민, 정치인 등 참가자들은 위안부 피해자의 숭고한 삶에 대한 감사와 함께 역사의 기억으로 이어진 연대 발걸음을 내디딜 계획이다. 김병내... "
244,"[위클리오늘] 임종득 의원, 북핵 위협 현실화에 따른 우리의 핵 대응 전략 토...",정치,http://www.weeklytoday.com/news/articleView.html?idxno=643707,2024-08-08 08:50:00,"현실로 다가온 북핵 위협에 대한 대응 방안을 모색하기 위해 국회와 각계 전문가들이 힘을 모았고, 22대 국회 전반기 국방위원회 위원으로 활동하게 된 임종득 의원이 국제정치적 관점, 군사적 관점, 과학기술적 관점에서... "
245,"문 강제 개방에 위장 요원까지···베네수엘라 야권 “당국, 마구잡이식 연행...",정치,https://n.news.naver.com/mnews/article/032/0003313704?sid=104,2024-08-08 08:50:00,야권은 정부 요원들이 방문객처럼 문을 노크한 뒤 야권 정치인과 지지자를 불법으로 연행하는 작전도 벌이고... 개표 불투명성에 대한 국제사회의 우려가 지속해서 나오는 가운데 정치 이념이 마두로와 같은 가브리엘... 
246,오늘 '광복절 특사' 사면심사위원회 개최…김경수 복권되나,정치,https://n.news.naver.com/mnews/article/277/0005456566?sid=102,2024-08-08 08:50:00,"이번 사면심사를 앞두고 정치권에서는 드루킹 댓글 조작 사건으로 징역 2년을 선고받고 복역하다 2022년 12월... 통합의 정치를 위해 김 전 지사를 복권해 줄 것을 촉구했다. 김 지사는 게시글에서 &quot;'내 편 사면', '선택적... "
247,"독립기념관, 제20회 독립기념관 학술상 시상식 개최",정치,http://www.bzeronews.com/news/articleView.html?idxno=672183,2024-08-08 08:50:00,"일본정치사(한국방송통신대학교출판부, 2000) 등이 있고, 옮긴 책으로 20세기 일본의 역사학(삼천리, 2011), (이하 공역)근대 일본의 사상가들(삼천리, 2009), 일본인의 전쟁관(역시비평사, 2004), 일본 그 국가․민족․국민... "
248,독립기념관 제13대 김형석 관장 &quot;국민과 함께 호흡하고 소통할 것&quot;,정치,https://www.newscj.com/news/articleView.html?idxno=3167427,2024-08-08 08:50:00,"한편 지역 정치권과 시민단체 등이 김형석 이사장을 뉴라이트 인사라고 주장하며 독립기념관장 임명 철회를 촉구하고 나섰다. 이와 관련해 국가보훈부는 임명 절차상 문제가 없었고, 신임 관장은 뉴라이트 계열 인사가... "
249,"연세대, 조국 아들 석사학위 취소… 대법 “최강욱 발급한 인턴 증명서는 허위...",정치,https://n.news.naver.com/mnews/article/022/0003958181?sid=100,2024-08-08 08:48:00,이는 아들 조씨가 2018년 1학기 정치외교학 석사 과정 입학 당시 제출한 인턴확인서의 허위 여부가 논란이 된 데 따른 것이다. 조씨는 2017학년도 2학기 연세대 정치외교학 석·박사 통합과정에서 탈락한 뒤 2018년 1학기... 
250,"&lt;김명삼의 맛있는 정치&gt; 방송, 정치적으로 독립해야",정치,https://www.ilyosisa.co.kr/news/article.html?no=244595,2024-08-08 08:48:00,방송의 정치적 독립을 법제화하는 것을 두고 논란이 계속되고 있다. 한국서 방송 관련법을 고치는 문제는 매우 정치적인 사안이다. 지금 공영방송(KBS) 지배권을 놓고 벌어지는 온갖 황당한 행태만 봐도 쉽게 알 수 있다.... 
251,오늘 ‘광복절 특사’ 심사위…김경수·조윤선 등 거론,정치,https://n.news.naver.com/mnews/article/056/0011777087?sid=102,2024-08-08 08:47:00,"전 경남지사 등 1천373명이 사면됐으며, 같은 해 8월 광복절 특사에서는 2천176명에 대해 사면이 이뤄졌습니다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐습니다."
252,오늘 '광복절 특사' 심사위…김경수·조윤선 포함될까,정치,https://n.news.naver.com/mnews/article/057/0001834515?sid=102,2024-08-08 08:47:00,특사 그리고 올해 2월 설 연휴를 앞두고 특사를 단행했습니다. 앞선 4차례 특사에서 주요 정치인과 기업인에 대한 특사가 단행된 만큼 이번 특사는 대부분 민생사범 위주로 이뤄질 가능성이 크다는 전망에 무게가 실립니다.
253,차기 검찰총장 후보에 심우정·임관혁·신자용·이진동,정치,https://news.koreanbar.or.kr/news/articleView.html?idxno=31264,2024-08-08 08:46:00,후보추천위는 △경력 △공직 재직기간 동안 성과와 능력 △인품 △리더십 △정치적 중립성과 독립성에 대한 의지 등을 심도 있게 논의했다고 밝혔다. 충남 공주 출신인 심 차관은 서울 휘문고와 서울대 법대를... 
254,"법무부, 오후 2시 광복절 특사 심사..김경수·조윤선 등 거론",정치,https://n.news.naver.com/mnews/article/660/0000066407?sid=100,2024-08-08 08:46:00,같은 해 8월 광복절 특사에서는 2천176명에 대해 사면이 이뤄졌습니다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐습니다. #법무부 #광복절 #특사 #심사
255,[역사속 오늘리뷰] 8월 8일 문화대혁명 단초인 마오쩌뚱 논평 발표,정치,http://www.financialreview.co.kr/news/articleView.html?idxno=30121,2024-08-08 08:46:00,"그야말로 마오쩌뚱에게는 정치적 위기에 내몰리게 됐다. 그러다보니마오주의 이상을 믿고 있던 공산당 내부... &quot;이라는 칼럼을 실었고, 이것이 퍼지면서 홍위병들이 &quot;사회와 정치를 뒤집어 엎자!&quot;라는 편지를 마오쩌뚱에게... "
256,"기묘하고, 흥미롭고, 위험천만한 유럽 도시의 괴담 13편",정치,https://n.news.naver.com/mnews/article/421/0007717658?sid=103,2024-08-08 08:44:00,"예를 들어, 바토리 에르제베트 백작 부인의 경우 살인귀가 아니라 모종의 정치적 희생양이었을 가능성을 제기한다. 실제로 그들은 사건의 주요 현장인 나더슈디성 등을 방문해 샅샅이 조사한 끝에 끔찍한 고문과 살인이... "
257,폴리뉴스 모닝브리핑 8월 08일 목요일,정치,https://www.polinews.co.kr/news/articleView.html?idxno=659933,2024-08-08 08:43:00,"[이슈] 축구협회 이어 배드민턴협회까지…정치권, 스포츠단체 전방위 감사 움직임 https://www.polinews.co.kr/news/articleView.html?idxno=659913 10. '대장동 50억클럽' 권순일·홍성근... "
258,"'나영석 픽' 조정석X이은지 만난다, '행복의 나라' 오늘(8일) '가요광장' 출연...",정치,https://m.entertain.naver.com/article/109/0005132565,2024-08-08 08:42:00,"'행복의 나라'는 1979년 10월 26일, 상관의 명령에 의해 대통령 암살 사건에 연루된 박태주(이선균 분)와 그의 변호를 맡으며 대한민국 최악의 정치 재판에 뛰어든 변호사 정인후(조정석 분)의 이야기를 그린 영화다.... "
259,"[토큰포스트 브리핑] 미 판사, 리플에 SEC 소송 관련 1억2500만 달러 과징금 ...",정치,https://www.tokenpost.kr/article-191197,2024-08-08 08:40:00,"앞서 니샤드 싱은 SBF의 정치후원금 출처를 숨기기 위해 사기에 가담한 혐의에 대해 이미 유죄를 인정한... 분야의 정치후원회 슈퍼PAC인 페어쉐이크(Fairshake)가 양당의 하원 후보 18명에 2,500만 달러를 지원한다고... "
260,[뉴스UP] 8/8일 주요 일정,정치,https://n.news.naver.com/mnews/article/052/0002071622?sid=100,2024-08-08 08:40:00,"정치인 사면은 최소화할 것으로 관측되는 가운데, 정치권에서는 김경수 전 경남지사나 조윤선 전 문체부 장관 등이 사면 또는 복권 대상으로 거론되고 있습니다. 뉴스업 주요 일정이었습니다."
261,오늘 '광복절 특사' 심사위… 김경수·조윤선 등 거론,정치,https://www.ltn.kr/news/articleView.html?idxno=44475,2024-08-08 08:40:00,"전 경남지사 등 1,373명이 사면됐으며, 같은 해 8월 광복절 특사에서는 2천176명에 대해 사면이 이뤄졌습니다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐습니다."
262,"법무법인 YK, 성남 분당에 30번째 분사무소 개소",정치,https://n.news.naver.com/mnews/article/117/0003859441?sid=103,2024-08-08 08:39:00,또 당시 여당 소속 전 국회의원 공천 관련 정치자금 사건을 수사해 구속시키는 등 살아있는 권력의 눈치를... 국회의원의 정치자금법 위반 사건 등 굵직한 사건들을 변론하며 뛰어난 성과를 거뒀다. 이 대표변호사는... 
263,"참여연대 &quot;윤석열·한동훈·이재명, 금투세 논쟁 중단하라...예정대로 시행해...",정치,https://vop.co.kr/A00001659174.html,2024-08-08 08:38:00,"참여연대는 7일 정치권에서 여권을 중심으로 금융투자소득세 폐지 논의에 불이 붙고, 야당이 모호한 입장을 취하고 있는 데 대해 간만에 거대 양당이 의기투합하는 모양새라며 예정대로 제도가 시행될 수 있도록... "
264,"&quot;찾아내고 공격할 것&quot;… 이스라엘, 하마스 새 지도자 신와르에 경고",정치,https://n.news.naver.com/mnews/article/417/0001019581?sid=104,2024-08-08 08:37:00,헤르지 할레비 이스라엘군 참모총장이 팔레스타인 무장단체 하마스 최고 정치지도자로 선출된 야히야... 그는 &quot;야히야 신와르는 어제(6일) 새로운 직함을 받았다&quot;라며 &quot;그는 하마스 정치국 의장이다. 이 정치적 직함은 그가... 
265,하니예 ‘제거’한 이스라엘 “신와르도 찾아내 공격할 것”,정치,https://n.news.naver.com/mnews/article/021/0002653117?sid=104,2024-08-08 08:36:00,헤르지 할레비 이스라엘군 참모총장은 하마스 새 최고 정치지도자로 선출된 야히야 신와르를 겨냥 &quot;우리는... 할레비 참모총장은 이날 텔노프 공군기지를 방문해 &quot;하마스가 다시 한 번 정치국 수장을 교체하게 만들도록... 
266,"‘행복의 나라’ 조정석, 이은지 만난다…오늘(8일) ‘가요광장’ 출격",정치,https://m.entertain.naver.com/article/609/0000883823,2024-08-08 08:35:00,"영화 '행복의 나라'(감독 추창민)는 1979년 10월 26일, 상관의 명령에 의해 대통령 암살 사건에 연루된 '박태주'(이선균)와 그의 변호를 맡으며 대한민국 최악의 정치 재판에 뛰어든 변호사 '정인후'(조정석)의 이야기를 그린... "
267,[클릭 e종목]&quot;정치가 경제 휘둘러…글로벌 증시 폭락 원인&quot;,정치,https://n.news.naver.com/mnews/article/277/0005456551?sid=101,2024-08-08 08:35:00,"폴리코노미는 정치를 뜻하는 폴리틱스(Politics)와 경제를 뜻하는 이코노미(Economy)의 합성어로, 경제가 정치에 휘둘리는 현상을 말한다. 이날 박상현 iM증권 연구원은 &quot;폴리코노미 현상이 더 강해지면서 경제와 금융시장에... "
268,"'행복의 나라' 조정석, 오늘(8일) '이은지의 가요광장' 생방송 보이는 라디오...",정치,https://m.entertain.naver.com/article/311/0001758012,2024-08-08 08:35:00,"'행복의 나라'는 1979년 10월 26일, 상관의 명령에 의해 대통령 암살 사건에 연루된 박태주(이선균 분)와 그의 변호를 맡으며 대한민국 최악의 정치 재판에 뛰어든 변호사 정인후(조정석)의 이야기를 그린 영화다. '행복의... "
269,김동연 “이번 8·15 특별사면 달라야”…정치적 수싸움 있나?,정치,https://n.news.naver.com/mnews/article/005/0001716534?sid=102,2024-08-08 08:34:00,"그러면서 김 지사는 “김경수 전 (경남)지사의 복권을 촉구한다”며 “정치가 양극단으로 치닫고 있다. 포용의 정치, 통합의 정치가 절실하다. 김경수 전 지사 복권이 그 계기가 될 수 있기를 기대한다”고 말했다 김... "
270,[Who Is ?] 최익훈 HDC현대산업개발 대표이사,정치,https://www.businesspost.co.kr/BP?command=article_view&num=361599,2024-08-08 08:34:00,조 의원은 &quot;서울시가 복잡한 정치사회적 분위기를 틈타 소리소문 없이 비공개 2차 청문회를 진행한다&quot;며 &quot;경찰의 중간수사 결과를 보면 HDC현대산업개발 부실시공 등이 증명된 만큼 서울시의 2차 청문회가 기업의... 
271,"'광복절 특사'에 김경수·조윤선 등 거론…법무부, 오늘 심사위 개최",정치,https://n.news.naver.com/mnews/article/654/0000083725?sid=102,2024-08-08 08:33:00,"김경수 전 경남지사 등 1373명이 사면됐으며, 같은 해 8월 광복절 특사에서는 2176명에 대해 사면이 이뤄졌다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐다."
272,"법무법인 YK, 성남 분당에 30번째 분사무소 개소",정치,http://www.g-enews.com/ko-kr/news/article/news_all/202408080827529683a96f092d0c_1/article.html,2024-08-08 08:30:00,또 당시 여당 소속 전 국회의원 공천 관련 정치자금 사건을 수사해 구속시키는 등 살아있는 권력의 눈치를... 국회의원의 정치자금법 위반 사건 등 굵직한 사건들을 변론하며 뛰어난 성과를 거뒀다. 이 대표변호사는... 
273,중동 확전 위기 속 우크라 러 본토 공격…美 통제 벗어나 갈수록 꼬여,정치,https://n.news.naver.com/mnews/article/016/0002346959?sid=104,2024-08-08 08:30:00,"미국은 이스라엘과 하마스 양측에 협상 타결을 압박하고 있지만, 하마스 최고 정치지도자 이스마일 하니예가... 여기에 하마스는 하니예의 후임으로 작년 10월 7일 이스라엘 기습 공격을 주도한 야히야 신와르를 최고 정치지... "
274,수해에 김정은 비상미까지 푼 北…시장 쌀값 안정세,정치,https://www.dailynk.com/20240808-1,2024-08-08 08:26:00,"북한 내부 소식통에 따르면 지난달 29~30일 열린 당 중앙위원회 제8기 제22차 정치국 비상확대회의에서 국무위원회 비상미와 인민군 전시예비물자를 풀 데 대한 결정이 내려졌고, 이에 따라 식량이 각 지역에 공급됐다.... "
275,중동 확전 우려...’이란·레바논 상공’ 비행 자제 권고,정치,https://n.news.naver.com/mnews/article/366/0001010552?sid=104,2024-08-08 08:24:00,"이스라엘은 지난달 말 레바논 베이루트에서 헤즈볼라 최고위급 지휘관 이란 테헤란에서 푸아드 슈크르, 이란 테헤란에서 팔레스타인 무장정파 하마스의 정치지도자 이스마일을 잇따라 암살했다. 이란과 헤즈볼라는... "
276,휴전은커녕…확전 치닫는 우크라ㆍ이스라엘 2개의 전쟁,정치,https://www.etoday.co.kr/news/view/2388565,2024-08-08 08:24:00,이스라엘과 하마스 전쟁 역시 강경파 인사가 하마스 정치 지도자로 선출되면서 장기화 국면에 접어들... 팔레스타인 무장정파 하마스의 최고 정치지도자로 강경파 야히야 신와르가 선출되면서 11개월째에 접어드는... 
277,월즈는 &quot;민주당은 문화 엘리트 집단&quot; 세평 뒤집는 인물-NYT[202美대선],정치,https://n.news.naver.com/mnews/article/003/0012716618?sid=104,2024-08-08 08:24:00,월즈는 아이비리그 대학을 졸업하지 않았고 정치 논문을 쓴 적도 없다. 아칸소 주 존즈보로에서 태닝용 침대를 만드는 공장에서 일했으며 40이 되기 전까지 정치에는 관심이 없었다. 60세인 월즈의 일생은 부통령... 
278,"국힘 김용태 &quot;차기 대권주자 한동훈, 그다음은 이준석&quot;",정치,https://n.news.naver.com/mnews/article/088/0000896958?sid=100,2024-08-08 08:22:00,지난 7일 채널 A 유튜브 '정치시그널'에 출연한 김 의원은 '한 대표와 이 의원의 차별점'에 대한 질문에... 그는 &quot;이준석 의원은 늘 대통령께 '대국적으로 정치를 하셔야 한다'고 말한 것처럼 이 의원도 좀 대국적으로 여당을... 
279,"김경수도 광복절 특사?…법무부, 오늘 대상자 심의",정치,https://www.kukinews.com/article/view/kuk202408080009,2024-08-08 08:20:00,"전 경남지사를 비롯한 1,373명에 대해 사면이 이뤄졌으며, 같은 해 8월 광복절 특사에서는 2,176명이 사면됐다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐다."
280,헌법과 헌법시행규정 ... 모든 '만 나이' 기준,정치,http://www.pckworld.com/article.php?aid=10330929159,2024-08-08 08:20:00,"이번 개정안에 따르면, 헌법 제2편 정치 제22조 '항존직'과 관련해 3항 '헌법과 헌법시행규정에서 말하는... 또 교회의 원로목사 예우와 관련해 발생하는 갈등을 해소하기 위해 정치 제27조 8항 원로목사 추대는... "
281,"&quot;이란·레바논 영공 우회해야&quot;…이집트·영국, 자국 항공사에 권고",정치,https://n.news.naver.com/mnews/article/421/0007717613?sid=104,2024-08-08 08:19:00,레바논 무장정파 헤즈볼라 군사령관과 팔레스타인 무장정파 하마스 정치 지도자가 잇달아 피살되자... 같은 달 31일에는 하마스의 정치 지도자 이스마일 하니예가 이란 대통령 취임식 참석차 테헤란을 방문하던 도중... 
282,&quot;뉴라이트 독립기념관장? 유관순 열사 통곡할 일&quot;,정치,https://n.news.naver.com/mnews/article/047/0002442316?sid=104,2024-08-08 08:19:00,"천안 지역 정치인도 비판에 가세했다. 이정문 민주당 의원(천안병)은 7일 페이스북에 '뉴라이트 학자 김형석 독립기념관장 임명을 즉시 취소하고, 국가보훈부 강정애 장관은 사퇴하십시오'라는 제목의 글을 올렸다. 이... "
283,"[초점] 파월 ﻿의장, 글로벌 금융시장 동요로 금리인하 '허가증' 받아",정치,http://www.g-enews.com/ko-kr/news/article/news_all/2024080808044997296b49b9d1da_1/article.html,2024-08-08 08:18:00,"미국의 고용 둔화에 따른 경기침체 우려로 뉴욕증시를 비롯한 글로벌 금융시장이 크게 동요함에 따라 연방준비제도(Fed, 연준)가 정치적 논란을 피한 채 금리를 인하할 수 있는 여건이 조성됐다는 평가가 나왔다. 미 정치... "
284,&quot;8월 S&amp;P500 예상밴드 하향…보수적 대응 유효&quot;,정치,https://news.einfomax.co.kr/news/articleView.html?idxno=4320483,2024-08-08 08:16:00,그러면서 &quot;상대적으로 정치 불확실성과 매크로 지표에 따른 민감도가 높아질 것으로 예상되는 시기인 만큼 정책 부담과 국채금리 영향이 제한적인 내수주와 방어주 중심의 대응이 유효하다&quot;고 판단했다. 일본... 
285,"태국 헌재, '야권 핵심' 제1당에 해산 명령…'반정부 시위' 촉발할까",정치,https://n.news.naver.com/mnews/article/079/0003925876?sid=104,2024-08-08 08:15:00,헌재는 또 피타 림짜른랏(43) 전 대표와 차이타왓 뚤라톤 현 대표 등 전진당 전현직 지도부 11명의 정치 활동을 향후 10년간 금지해 선거 출마와 정당 설립·가입의 길도 막혔다. '지지도 1위' 40대 리더 정치활동도 금지... 
286,"“내향형 가능, 종교 무관”…‘마약 동아리’ 치밀하게 회원 모았다",정치,https://www.kukinews.com/article/view/kuk202408070152,2024-08-08 08:14:00,"“기업, 정치, 종교, 시민단체와 무관하며 대학생들이 자체적으로 운영하는 동아리”라며 “내향적인 사람들을 위한 정적인 번개들도 많이 열고 있다”는 내용이다. 대학시절 발표 연합동아리 활동을 했던 이모(29)씨는... "
287,미국 &quot;신와르는 테러리스트… 휴전 협상은 변동 없어&quot;,정치,https://n.news.naver.com/mnews/article/469/0000816680?sid=104,2024-08-08 08:13:00,미국이 팔레스타인 무장 정파 하마스의 신임 정치국장으로 뽑힌 야히야 신와르에 대해 &quot;테러리스트&quot;라... 전날 하마스는 이란 테헤란에서 암살당한 이스마일 하니예 정치국장 후임으로 지난해 10월 이스라엘 기습 공격을... 
288,이슬람권 국가들 &quot;하니예 죽음은 이스라엘 책임…이란 주권침해&quot;(상보),정치,https://n.news.naver.com/mnews/article/421/0007717601?sid=104,2024-08-08 08:13:00,"하마스 정치 지도자 이스마일 하니예의 죽음에 전적으로 책임이 있다고 주장했다. AFP통신에 따르면 이날... 앞서 이란은 지난 5일, 자국 수도에서 팔레스타인 무장 정파 하마스의 정치 지도자, 이스마일 하니예가... "
289,난민 태권도 선수의 메시지 &quot;꿈 품었다면 절대 포기하지 마세요&quot;,정치,https://n.news.naver.com/mnews/article/055/0001179703?sid=104,2024-08-08 08:11:00,정치적으로 복잡한 관계의 국가 소속 선수들이 오직 태권도 실력만으로 승부를 겨룹니다. 한 외신 기자가 이런 태권도 종목의 '정치성'을 언급하자 티란발리푸어는 &quot;난 여기 정치적인 인물로서 온 게 아니다. 100만 명을... 
290,신임 독립기념관장 임명…“친일·반민족 인사” 반발,정치,https://n.news.naver.com/mnews/article/056/0011777111?sid=102,2024-08-08 08:10:00,광복회가 '뉴라이트'로 지목한 김형석 재단법인 대한민국역사와미래 이사장이 신임 독립기념관장으로 임명되자 지역 시민단체와 야당 정치권이 반발하고 있습니다. 세종시민사회단체연대회의는 &quot;독립기념관 설립 정신에... 
291,"尹, `결단` 내릴까…김경수·조윤선 등 `광복절 특사` 오늘 심사위",정치,https://n.news.naver.com/mnews/article/029/0002893705?sid=102,2024-08-08 08:09:00,"김경수 전 경남지사 등 1373명이 사면됐으며, 같은 해 8월 광복절 특사에서는 2176명에 대해 사면이 이뤄졌다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐다."
292,"[2024년 8월 8일 정치 주요 일정] 한덕수 국무총리, 폭염대비 건설현장 방문·...",정치,https://www.mediapen.com/news/view/943782,2024-08-08 08:08:00,"▲ 국무총리 폭염대비 건설현장 방문(09:50 서울 성북구) 방학 중 결식 아동 도시락 지원(11:00 서울 성북구) 전국자치단체 일자리대상(14:00 엘타워) ▲ 국회 행안위, 전체회의(16:00 본청 445호) 국방위, 전체회의(10... "
293,"&quot;상황 뒤집혔다&quot; 글로벌 투자자 사랑받던 日, 이제 우려 진원지",정치,https://n.news.naver.com/mnews/article/277/0005456532?sid=101,2024-08-08 08:07:00,"이처럼 커진 변동성은 일본이 목표로 한 디플레이션 탈출은 물론, 소비자 신뢰 전반에 영향을 줘 정치... 현재 일본 내에서는 지난주 BOJ의 금리 인상이 실수였다는 비판이 잇따르는 가운데 당시 결정이 정치적 압력을 받은... "
294,하마스 수장 살해에 뭉친 이슬람 57개국 &quot;극악무도 행위&quot;,정치,https://n.news.naver.com/mnews/article/018/0005807273?sid=104,2024-08-08 08:06:00,최고 정치지도자였던 이스마일 하니예가 이란 본토에서 살해된 것을 한목소리로 비난했다. 7일(현지시간)... 탕가라 의장은 “이란의 영토에서 정치 지도자를 암살함으로써 이란의 주권과 영토 보존에 대한 침략과 침해는... 
295,오늘 ‘광복절 특사’ 심사위…김경수·조윤선 포함될까,정치,https://n.news.naver.com/mnews/article/016/0002346945?sid=102,2024-08-08 08:06:00,"김경수 전 경남지사 등 1373명이 사면됐으며, 같은 해 8월 광복절 특사에서는 2176명에 대해 사면이 이뤄졌다. 올해 설 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 포함됐다."
296,광주·전남DJ재단 “매각 백지화·문화 유산 지정” 촉구,정치,https://n.news.naver.com/mnews/article/056/0011777093?sid=102,2024-08-08 08:05:00,재단은 보도자료를 통해 &quot;동교동 사저는 사적으로 취할 공간이 아닌 만큼 김대중-이희호 기념관으로 조성해야 한다&quot;며 &quot;전례에 맞게 정부와 정치권도 국가등록 문화유산으로 지정될 수 있도록 적극적으로 나서달라&quot;고... 
297,&quot;대구FC엔젤 출발은 '대구정신'…국채보상운동 이끈 DNA 녹아있죠&quot;,정치,https://www.yeongnam.com/web/view.php?key=20240805010000564,2024-08-08 08:02:00,"2015년 초부터 실질적인 활동200명이던 회원 2000명 넘어서'인기 시민구단' 든든한 버팀목정치·사익·간섭... 이 회장은 &quot;엔젤클럽은 정치적 성향 배제, 사적 이익 배제, 대구FC에 대한 간섭 배제 등 크게 3가지를... "
298,"한경협 &quot;노란봉투법, 위헌 소지 커… 입법 전면 재고돼야&quot;",정치,https://www.viva100.com/main/view.php?key=20240808010002091,2024-08-08 08:02:00,"보고서에 따르면, 영국, 미국, 독일 등 주요국들은 사용자 고유의 경영권이나 정치적 사항 등 근로조건의 유지·개선과 무관한 사항에 대해서는 쟁의행위를 금지하고 있다.개정안은 정당한 단체교섭 또는 쟁의행위뿐만... "
299,월즈가 부통령 후보가 된 ‘이상한’ 이유 [세상읽기],정치,https://n.news.naver.com/mnews/article/028/0002701794?sid=110,2024-08-08 08:02:00,"“이상해.” 그저 리트위트하면서 한 단어만 덧붙이면 되니까 정치 비평이 이보다 더 쉬울 수는 없을 것이다. 민주당의 유력 정치인들 역시 방송에서 “그들의 정책은 이상하다”, “그들의 스타일은 이상하다”고... "
